INFO: Waiting for solution ...
INFO: Algorithm took 14.474 seconds.
INFO: Step 001 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 1999 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 2000 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 2001 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 2002 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2003 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2004 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 2005 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 2006 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 2007 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2008 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 2009 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2010 - from (0, 1) to (0, 4) ; cost 3
INFO: Step 2011 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2012 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 2013 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2014 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2015 - from (4, 2) to (6, 2) ; cost 2
INFO: Step 2016 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2017 - from (6, 2) to (6, 8) ; cost 6
INFO: Step 2018 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2019 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2020 - from (0, 8) to (0, 10) ; cost 2
INFO: Step 2021 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2022 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2023 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2024 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2025 - from (6, 6) to (6, 8) ; cost 2
INFO: Step 2026 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2027 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 2028 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2029 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2030 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 2031 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2032 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2033 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2034 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2035 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2036 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2037 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2038 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2039 - from (11, 8) to (0, 8) ; cost 11
INFO: Step 2040 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2041 - from (0, 6) to (0, 7) ; cost 1
INFO: Step 2042 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2043 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2044 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2045 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2046 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2047 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2048 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 2049 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2050 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2051 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 2052 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2053 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2054 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2055 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2056 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2057 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2058 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2059 - from (0, 7) to (0, 11) ; cost 4
INFO: Step 2060 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2061 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2062 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2063 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2064 - from (6, 6) to (0, 6) ; cost 6
INFO: Step 2065 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2066 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2067 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2068 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2069 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2070 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2071 - from (0, 6) to (0, 10) ; cost 4
INFO: Step 2072 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2073 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2074 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2075 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2076 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2077 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2078 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2079 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2080 - from (6, 6) to (0, 6) ; cost 6
INFO: Step 2081 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2082 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2083 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2084 - from (0, 6) to (0, 10) ; cost 4
INFO: Step 2085 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 2086 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2087 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2088 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2089 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2090 - from (6, 6) to (6, 8) ; cost 2
INFO: Step 2091 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2092 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 2093 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2094 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2095 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 2096 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2097 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2098 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 2099 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2100 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2101 - from (11, 8) to (0, 8) ; cost 11
INFO: Step 2102 - from (0, 8) to (0, 10) ; cost 2
INFO: Step 2103 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2104 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2105 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2106 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2107 - from (6, 6) to (6, 8) ; cost 2
INFO: Step 2108 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2109 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2110 - from (0, 6) to (0, 7) ; cost 1
INFO: Step 2111 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2112 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2113 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2114 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2115 - from (7, 6) to (7, 11) ; cost 5
INFO: Step 2116 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 2117 - from (6, 11) to (10, 11) ; cost 4
INFO: Step 2118 - from (10, 11) to (10, 6) ; cost 5
INFO: Step 2119 - from (10, 6) to (9, 6) ; cost 1
INFO: Step 2120 - from (9, 6) to (9, 11) ; cost 5
INFO: Step 2121 - from (9, 11) to (9, 1) ; cost 10
INFO: Step 2122 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 2123 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2124 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 2125 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2126 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2127 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2128 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2129 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2130 - from (2, 3) to (7, 3) ; cost 5
INFO: Step 2131 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2132 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 2133 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2134 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2135 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2136 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2137 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2138 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 2139 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2140 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2141 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2142 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2143 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2144 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2145 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 2146 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2147 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2148 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2149 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 2150 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 2151 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 2152 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2153 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2154 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 2155 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 2156 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2157 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2158 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2159 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 2160 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2161 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2162 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2163 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2164 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2165 - from (4, 4) to (4, 2) ; cost 2
INFO: Step 2166 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2167 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 2168 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 2169 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 2170 - from (0, 0) to (7, 0) ; cost 7
INFO: Step 2171 - from (7, 0) to (7, 1) ; cost 1
INFO: Step 2172 - from (7, 1) to (5, 1) ; cost 2
INFO: Step 2173 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 2174 - from (5, 3) to (7, 3) ; cost 2
INFO: Step 2175 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 2176 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 2177 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 2178 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 2179 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2180 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 2181 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 2182 - from (0, 7) to (0, 11) ; cost 4
INFO: Step 2183 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2184 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2185 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 2186 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2187 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2188 - from (11, 2) to (11, 4) ; cost 2
INFO: Step 2189 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2190 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2191 - from (11, 4) to (6, 4) ; cost 5
INFO: Step 2192 - from (6, 4) to (6, 0) ; cost 4
INFO: Step 2193 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2194 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2195 - from (6, 0) to (6, 8) ; cost 8
INFO: Step 2196 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2197 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 2198 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2199 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2200 - from (0, 8) to (0, 10) ; cost 2
INFO: Step 2201 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2202 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2203 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2204 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2205 - from (6, 6) to (6, 8) ; cost 2
INFO: Step 2206 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2207 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 2208 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2209 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2210 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2211 - from (6, 6) to (6, 8) ; cost 2
INFO: Step 2212 - from (6, 8) to (11, 8) ; cost 5
INFO: Step 2213 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 2214 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 2215 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2216 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2217 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2218 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 2219 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 2220 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2221 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2222 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 2223 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2224 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 2225 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2226 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2227 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2228 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2229 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2230 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2231 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2232 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 2233 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2234 - from (6, 2) to (6, 8) ; cost 6
INFO: Step 2235 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2236 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2237 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2238 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2239 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2240 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2241 - from (6, 6) to (6, 0) ; cost 6
INFO: Step 2242 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2243 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2244 - from (11, 8) to (0, 8) ; cost 11
INFO: Step 2245 - from (0, 8) to (0, 10) ; cost 2
INFO: Step 2246 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2247 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2248 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2249 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2250 - from (6, 0) to (6, 5) ; cost 5
INFO: Step 2251 - from (6, 5) to (2, 5) ; cost 4
INFO: Step 2252 - from (2, 5) to (9, 5) ; cost 7
INFO: Step 2253 - from (6, 6) to (0, 6) ; cost 6
INFO: Step 2254 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2255 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2256 - from (0, 6) to (0, 10) ; cost 4
INFO: Step 2257 - from (9, 5) to (2, 5) ; cost 7
INFO: Step 2258 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2259 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2260 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2261 - from (2, 5) to (2, 11) ; cost 6
INFO: Step 2262 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2263 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2264 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2265 - from (7, 6) to (1, 6) ; cost 6
INFO: Step 2266 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2267 - from (1, 6) to (0, 6) ; cost 1
INFO: Step 2268 - from (0, 6) to (0, 10) ; cost 4
INFO: Step 2269 - from (2, 3) to (2, 11) ; cost 8
INFO: Step 2270 - from (0, 10) to (0, 6) ; cost 4
INFO: Step 2271 - from (0, 11) to (0, 7) ; cost 4
INFO: Step 2272 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2273 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2274 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2275 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2276 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2277 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 2278 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 2279 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2280 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2281 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 2282 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2283 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 2284 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2285 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2286 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2287 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2288 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2289 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2290 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2291 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 2292 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2293 - from (6, 2) to (6, 8) ; cost 6
INFO: Step 2294 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2295 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2296 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2297 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2298 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2299 - from (0, 6) to (6, 6) ; cost 6
INFO: Step 2300 - from (6, 6) to (6, 0) ; cost 6
INFO: Step 2301 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2302 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2303 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2304 - from (0, 11) to (0, 8) ; cost 3
INFO: Step 2305 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2306 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 2307 - from (6, 0) to (0, 0) ; cost 6
INFO: Step 2308 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2309 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2310 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2311 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2312 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2313 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2314 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2315 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 2316 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 2317 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 2318 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2319 - from (11, 8) to (11, 10) ; cost 2
INFO: Step 2320 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2321 - from (11, 10) to (2, 10) ; cost 9
INFO: Step 2322 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2323 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 2324 - from (0, 7) to (0, 11) ; cost 4
INFO: Step 2325 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2326 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2327 - from (2, 10) to (11, 10) ; cost 9
INFO: Step 2328 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 2329 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 2330 - from (2, 10) to (10, 10) ; cost 8
INFO: Step 2331 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2332 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2333 - from (10, 10) to (2, 10) ; cost 8
INFO: Step 2334 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2335 - from (2, 10) to (2, 3) ; cost 7
INFO: Step 2336 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2337 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2338 - from (11, 10) to (2, 10) ; cost 9
INFO: Step 2339 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2340 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2341 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 2342 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2343 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2344 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2345 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2346 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2347 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2348 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2349 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2350 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 2351 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 2352 - from (6, 2) to (3, 2) ; cost 3
INFO: Step 2353 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2354 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2355 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2356 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2357 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2358 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2359 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 2360 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2361 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2362 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2363 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2364 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2365 - from (6, 2) to (6, 8) ; cost 6
INFO: Step 2366 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2367 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2368 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2369 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 2370 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 2371 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 2372 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2373 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2374 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2375 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2376 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2377 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 2378 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2379 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2380 - from (7, 3) to (7, 5) ; cost 2
INFO: Step 2381 - from (7, 5) to (2, 5) ; cost 5
INFO: Step 2382 - from (2, 5) to (9, 5) ; cost 7
INFO: Step 2383 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2384 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2385 - from (9, 5) to (2, 5) ; cost 7
INFO: Step 2386 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2387 - from (2, 5) to (2, 3) ; cost 2
INFO: Step 2388 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2389 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2390 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2391 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2392 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 2393 - from (11, 8) to (0, 8) ; cost 11
INFO: Step 2394 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 2395 - from (0, 6) to (0, 7) ; cost 1
INFO: Step 2396 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2397 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2398 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2399 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2400 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 2401 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 2402 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 2403 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 2404 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2405 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2406 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2407 - from (0, 11) to (0, 8) ; cost 3
INFO: Step 2408 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 2409 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2410 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 2411 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 2412 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 2413 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 2414 - from (7, 6) to (7, 11) ; cost 5
INFO: Step 2415 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 2416 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2417 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2418 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 2419 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 2420 - from (7, 11) to (7, 3) ; cost 8
INFO: Step 2421 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 2422 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 2423 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 2424 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 2425 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 2426 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 2427 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 2428 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 2429 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 2430 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 2431 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 2432 - from (3, 4) to (3, 11) ; cost 7
INFO: Step 2433 - from (3, 11) to (3, 0) ; cost 11
