INFO: Waiting for solution ...
INFO: Algorithm took 14.474 seconds.
INFO: Step 001 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7006 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 7007 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7008 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7009 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 7010 - from (4, 4) to (2, 4) ; cost 2
INFO: Step 7011 - from (1, 4) to (0, 4) ; cost 1
INFO: Step 7012 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7013 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7014 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 7015 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 7016 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 7017 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 7018 - from (11, 2) to (11, 4) ; cost 2
INFO: Step 7019 - from (11, 4) to (6, 4) ; cost 5
INFO: Step 7020 - from (6, 4) to (6, 8) ; cost 4
INFO: Step 7021 - from (2, 4) to (0, 4) ; cost 2
INFO: Step 7022 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7023 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7024 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7025 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7026 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7027 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 7028 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7029 - from (6, 8) to (6, 0) ; cost 8
INFO: Step 7030 - from (8, 0) to (7, 0) ; cost 1
INFO: Step 7031 - from (6, 0) to (0, 0) ; cost 6
INFO: Step 7032 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7033 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7034 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7035 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7036 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7037 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7038 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7039 - from (7, 0) to (7, 1) ; cost 1
INFO: Step 7040 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 7041 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7042 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7043 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7044 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7045 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7046 - from (7, 1) to (9, 1) ; cost 2
INFO: Step 7047 - from (11, 11) to (11, 6) ; cost 5
INFO: Step 7048 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7049 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7050 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7051 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7052 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7053 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 7054 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7055 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7056 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7057 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7058 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7059 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7060 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7061 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7062 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 7063 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7064 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7065 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 7066 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7067 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7068 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7069 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7070 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7071 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7072 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7073 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 7074 - from (7, 3) to (6, 3) ; cost 1
INFO: Step 7075 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 7076 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7077 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7078 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7079 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7080 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7081 - from (6, 3) to (3, 3) ; cost 3
INFO: Step 7082 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7083 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7084 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7085 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7086 - from (3, 3) to (0, 3) ; cost 3
INFO: Step 7087 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7088 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7089 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7090 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7091 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 7092 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7093 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7094 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7095 - from (6, 2) to (6, 8) ; cost 6
INFO: Step 7096 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 7097 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 7098 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7099 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7100 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7101 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7102 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7103 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7104 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7105 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7106 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 7107 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 7108 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 7109 - from (11, 8) to (11, 7) ; cost 1
INFO: Step 7110 - from (11, 7) to (0, 7) ; cost 11
INFO: Step 7111 - from (11, 6) to (9, 6) ; cost 2
INFO: Step 7112 - from (9, 6) to (9, 1) ; cost 5
INFO: Step 7113 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 7114 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 7115 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 7116 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 7117 - from (11, 7) to (11, 6) ; cost 1
INFO: Step 7118 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 7119 - from (11, 6) to (9, 6) ; cost 2
INFO: Step 7120 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 7121 - from (9, 6) to (9, 11) ; cost 5
INFO: Step 7122 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 7123 - from (9, 11) to (6, 11) ; cost 3
INFO: Step 7124 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 7125 - from (6, 11) to (10, 11) ; cost 4
INFO: Step 7126 - from (10, 11) to (10, 6) ; cost 5
INFO: Step 7127 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 7128 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 7129 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 7130 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7131 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7132 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7133 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7134 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7135 - from (2, 3) to (7, 3) ; cost 5
INFO: Step 7136 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 7137 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 7138 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 7139 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7140 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7141 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7142 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7143 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7144 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7145 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7146 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7147 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 7148 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7149 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 7150 - from (3, 4) to (3, 11) ; cost 7
INFO: Step 7151 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 7152 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7153 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7154 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7155 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7156 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7157 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7158 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7159 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7160 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7161 - from (4, 4) to (4, 2) ; cost 2
INFO: Step 7162 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7163 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7164 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7165 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7166 - from (0, 0) to (7, 0) ; cost 7
INFO: Step 7167 - from (7, 0) to (7, 1) ; cost 1
INFO: Step 7168 - from (7, 1) to (5, 1) ; cost 2
INFO: Step 7169 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 7170 - from (5, 3) to (7, 3) ; cost 2
INFO: Step 7171 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 7172 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 7173 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 7174 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 7175 - from (2, 10) to (11, 10) ; cost 9
INFO: Step 7176 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7177 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7178 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7179 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7180 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7181 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7182 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7183 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7184 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 7185 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 7186 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 7187 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 7188 - from (2, 10) to (10, 10) ; cost 8
INFO: Step 7189 - from (10, 6) to (9, 6) ; cost 1
INFO: Step 7190 - from (9, 6) to (9, 11) ; cost 5
INFO: Step 7191 - from (10, 10) to (2, 10) ; cost 8
INFO: Step 7192 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 7193 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7194 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7195 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7196 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7197 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7198 - from (9, 11) to (9, 1) ; cost 10
INFO: Step 7199 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 7200 - from (9, 1) to (5, 1) ; cost 4
INFO: Step 7201 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 7202 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7203 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7204 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7205 - from (3, 2) to (6, 2) ; cost 3
INFO: Step 7206 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 7207 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 7208 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7209 - from (7, 3) to (7, 11) ; cost 8
INFO: Step 7210 - from (7, 11) to (6, 11) ; cost 1
INFO: Step 7211 - from (6, 11) to (11, 11) ; cost 5
INFO: Step 7212 - from (6, 2) to (6, 0) ; cost 2
INFO: Step 7213 - from (11, 10) to (2, 10) ; cost 9
INFO: Step 7214 - from (6, 0) to (6, 8) ; cost 8
INFO: Step 7215 - from (11, 11) to (6, 11) ; cost 5
INFO: Step 7216 - from (2, 10) to (2, 3) ; cost 7
INFO: Step 7217 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7218 - from (6, 11) to (6, 10) ; cost 1
INFO: Step 7219 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7220 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7221 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7222 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7223 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7224 - from (6, 8) to (6, 0) ; cost 8
INFO: Step 7225 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7226 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7227 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7228 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7229 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7230 - from (6, 0) to (0, 0) ; cost 6
INFO: Step 7231 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7232 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7233 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7234 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7235 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7236 - from (0, 3) to (0, 0) ; cost 3
INFO: Step 7237 - from (0, 4) to (0, 1) ; cost 3
INFO: Step 7238 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7239 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 7240 - from (6, 10) to (2, 10) ; cost 4
INFO: Step 7241 - from (2, 10) to (2, 3) ; cost 7
INFO: Step 7242 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 7243 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7244 - from (0, 1) to (0, 4) ; cost 3
INFO: Step 7245 - from (0, 0) to (0, 3) ; cost 3
INFO: Step 7246 - from (0, 3) to (1, 3) ; cost 1
INFO: Step 7247 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7248 - from (1, 3) to (0, 3) ; cost 1
INFO: Step 7249 - from (2, 3) to (1, 3) ; cost 1
INFO: Step 7250 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7251 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 7252 - from (3, 4) to (3, 11) ; cost 7
INFO: Step 7253 - from (1, 3) to (1, 4) ; cost 1
INFO: Step 7254 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7255 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 7256 - from (3, 0) to (2, 0) ; cost 1
INFO: Step 7257 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 7258 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7259 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 7260 - from (2, 0) to (2, 1) ; cost 1
INFO: Step 7261 - from (3, 4) to (0, 4) ; cost 3
INFO: Step 7262 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7263 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7264 - from (0, 0) to (0, 3) ; cost 3
INFO: Step 7265 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7266 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7267 - from (2, 1) to (2, 0) ; cost 1
INFO: Step 7268 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7269 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7270 - from (0, 0) to (1, 0) ; cost 1
INFO: Step 7271 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 7272 - from (2, 0) to (2, 1) ; cost 1
INFO: Step 7273 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 7274 - from (1, 0) to (0, 0) ; cost 1
INFO: Step 7275 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7276 - from (2, 1) to (2, 0) ; cost 1
INFO: Step 7277 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 7278 - from (2, 0) to (2, 1) ; cost 1
INFO: Step 7279 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7280 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 7281 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7282 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7283 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7284 - from (1, 2) to (0, 2) ; cost 1
INFO: Step 7285 - from (2, 1) to (2, 0) ; cost 1
INFO: Step 7286 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7287 - from (1, 2) to (1, 4) ; cost 2
INFO: Step 7288 - from (2, 0) to (2, 1) ; cost 1
INFO: Step 7289 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 7290 - from (2, 1) to (0, 1) ; cost 2
INFO: Step 7291 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 7292 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 7293 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 7294 - from (1, 4) to (0, 4) ; cost 1
INFO: Step 7295 - from (4, 4) to (1, 4) ; cost 3
INFO: Step 7296 - from (0, 4) to (0, 2) ; cost 2
INFO: Step 7297 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 7298 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7299 - from (1, 2) to (1, 3) ; cost 1
INFO: Step 7300 - from (1, 3) to (0, 3) ; cost 1
INFO: Step 7301 - from (1, 4) to (4, 4) ; cost 3
INFO: Step 7302 - from (3, 1) to (0, 1) ; cost 3
INFO: Step 7303 - from (0, 1) to (0, 0) ; cost 1
INFO: Step 7304 - from (4, 4) to (4, 2) ; cost 2
INFO: Step 7305 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 7306 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7307 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7308 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7309 - from (1, 2) to (0, 2) ; cost 1
INFO: Step 7310 - from (4, 2) to (4, 3) ; cost 1
INFO: Step 7311 - from (0, 2) to (0, 4) ; cost 2
INFO: Step 7312 - from (0, 4) to (3, 4) ; cost 3
INFO: Step 7313 - from (3, 4) to (3, 11) ; cost 7
INFO: Step 7314 - from (3, 11) to (2, 11) ; cost 1
INFO: Step 7315 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7316 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7317 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7318 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7319 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7320 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7321 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7322 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7323 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7324 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7325 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7326 - from (0, 0) to (0, 3) ; cost 3
INFO: Step 7327 - from (0, 3) to (3, 3) ; cost 3
INFO: Step 7328 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7329 - from (3, 3) to (0, 3) ; cost 3
INFO: Step 7330 - from (4, 3) to (4, 2) ; cost 1
INFO: Step 7331 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7332 - from (3, 2) to (3, 0) ; cost 2
INFO: Step 7333 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7334 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7335 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7336 - from (0, 0) to (2, 0) ; cost 2
INFO: Step 7337 - from (2, 0) to (2, 1) ; cost 1
INFO: Step 7338 - from (2, 1) to (0, 1) ; cost 2
INFO: Step 7339 - from (0, 1) to (3, 1) ; cost 3
INFO: Step 7340 - from (3, 1) to (3, 11) ; cost 10
INFO: Step 7341 - from (3, 0) to (3, 10) ; cost 10
INFO: Step 7342 - from (3, 10) to (2, 10) ; cost 1
INFO: Step 7343 - from (2, 10) to (2, 11) ; cost 1
INFO: Step 7344 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7345 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7346 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7347 - from (0, 3) to (6, 3) ; cost 6
INFO: Step 7348 - from (6, 3) to (6, 8) ; cost 5
INFO: Step 7349 - from (3, 0) to (3, 11) ; cost 11
INFO: Step 7350 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 7351 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7352 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7353 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 7354 - from (0, 0) to (0, 2) ; cost 2
INFO: Step 7355 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7356 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7357 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7358 - from (1, 2) to (0, 2) ; cost 1
INFO: Step 7359 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7360 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7361 - from (0, 8) to (11, 8) ; cost 11
INFO: Step 7362 - from (1, 2) to (0, 2) ; cost 1
INFO: Step 7363 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7364 - from (0, 2) to (1, 2) ; cost 1
INFO: Step 7365 - from (1, 2) to (1, 4) ; cost 2
INFO: Step 7366 - from (1, 4) to (1, 0) ; cost 4
INFO: Step 7367 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7368 - from (1, 0) to (1, 4) ; cost 4
INFO: Step 7369 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7370 - from (1, 4) to (0, 4) ; cost 1
INFO: Step 7371 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7372 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7373 - from (8, 0) to (8, 2) ; cost 2
INFO: Step 7374 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7375 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7376 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7377 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7378 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7379 - from (8, 0) to (8, 1) ; cost 1
INFO: Step 7380 - from (8, 1) to (5, 1) ; cost 3
INFO: Step 7381 - from (5, 1) to (5, 3) ; cost 2
INFO: Step 7382 - from (5, 3) to (5, 0) ; cost 3
INFO: Step 7383 - from (8, 2) to (11, 2) ; cost 3
INFO: Step 7384 - from (5, 0) to (5, 3) ; cost 3
INFO: Step 7385 - from (11, 2) to (11, 4) ; cost 2
INFO: Step 7386 - from (5, 3) to (0, 3) ; cost 5
INFO: Step 7387 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7388 - from (11, 4) to (6, 4) ; cost 5
INFO: Step 7389 - from (7, 3) to (0, 3) ; cost 7
INFO: Step 7390 - from (6, 4) to (6, 8) ; cost 4
INFO: Step 7391 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7392 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7393 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7394 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7395 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7396 - from (11, 8) to (7, 8) ; cost 4
INFO: Step 7397 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7398 - from (0, 3) to (0, 4) ; cost 1
INFO: Step 7399 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7400 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7401 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7402 - from (6, 8) to (0, 8) ; cost 6
INFO: Step 7403 - from (0, 8) to (0, 11) ; cost 3
INFO: Step 7404 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 7405 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 7406 - from (2, 11) to (4, 11) ; cost 2
INFO: Step 7407 - from (4, 11) to (4, 2) ; cost 9
INFO: Step 7408 - from (4, 2) to (3, 2) ; cost 1
INFO: Step 7409 - from (3, 2) to (3, 11) ; cost 9
INFO: Step 7410 - from (3, 11) to (3, 0) ; cost 11
INFO: Step 7411 - from (3, 0) to (0, 0) ; cost 3
INFO: Step 7412 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7413 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7414 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 7415 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 7416 - from (4, 4) to (0, 4) ; cost 4
INFO: Step 7417 - from (0, 4) to (0, 0) ; cost 4
INFO: Step 7418 - from (0, 0) to (8, 0) ; cost 8
INFO: Step 7419 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 7420 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 7421 - from (7, 6) to (7, 7) ; cost 1
INFO: Step 7422 - from (7, 7) to (0, 7) ; cost 7
INFO: Step 7423 - from (0, 7) to (11, 7) ; cost 11
INFO: Step 7424 - from (8, 0) to (0, 0) ; cost 8
INFO: Step 7425 - from (0, 0) to (0, 4) ; cost 4
INFO: Step 7426 - from (0, 4) to (4, 4) ; cost 4
INFO: Step 7427 - from (4, 4) to (4, 11) ; cost 7
INFO: Step 7428 - from (4, 11) to (2, 11) ; cost 2
INFO: Step 7429 - from (2, 11) to (2, 3) ; cost 8
INFO: Step 7430 - from (2, 3) to (0, 3) ; cost 2
INFO: Step 7431 - from (0, 3) to (7, 3) ; cost 7
INFO: Step 7432 - from (7, 3) to (7, 7) ; cost 4
INFO: Step 7433 - from (7, 7) to (0, 7) ; cost 7
INFO: Step 7434 - from (0, 7) to (0, 11) ; cost 4
INFO: Step 7435 - from (0, 11) to (0, 6) ; cost 5
INFO: Step 7436 - from (0, 6) to (7, 6) ; cost 7
INFO: Step 7437 - from (7, 8) to (7, 11) ; cost 3
INFO: Step 7438 - from (7, 6) to (0, 6) ; cost 7
INFO: Step 7439 - from (0, 6) to (0, 11) ; cost 5
INFO: Step 7440 - from (11, 7) to (0, 7) ; cost 11
